,points_range,deslen,price_range,variety,province
2059,85-89,357,20-29,Bordeaux-style Red Blend,Mendoza Province
2060,85-89,347,30-39,Malbec,Mendoza Province
2061,90-94,293,80-99,Malbec,Mendoza Province
2062,90-94,301,20-29,Bordeaux-style Red Blend,Mendoza Province
2063,90-94,269,50-59,Malbec,Mendoza Province
2064,95-99,358,40-49,Malbec,Mendoza Province
2065,85-89,237,20-29,Malbec,Mendoza Province
2066,90-94,287,60-79,Malbec-Cabernet Franc,Mendoza Province
2067,85-89,295,20-29,Cabernet Sauvignon,Mendoza Province
2068,85-89,256,10-19,Cabernet Sauvignon,Mendoza Province
2069,85-89,277,60-79,Cabernet Sauvignon,Mendoza Province
2070,85-89,272,20-29,Cabernet Sauvignon,Mendoza Province
2071,85-89,223,10-19,Malbec,Mendoza Province
2072,90-94,308,20-29,Red Blend,Mendoza Province
2073,90-94,254,10-19,Cabernet Sauvignon,Mendoza Province
2074,80-84,277,10-19,Malbec,Mendoza Province
2075,80-84,254,10-19,Malbec,Mendoza Province
2076,80-84,337,20-29,Red Blend,Mendoza Province
2077,80-84,366,10-19,Cabernet Sauvignon,Mendoza Province
2078,85-89,262,10-19,Sparkling Blend,Mendoza Province
2079,80-84,195,10-19,Chardonnay,Mendoza Province
2080,80-84,278,20-29,Cabernet Sauvignon,Other
2081,85-89,258,20-29,Malbec,Mendoza Province
2082,85-89,185,10-19,Malbec-Tempranillo,Mendoza Province
2083,85-89,208,10-19,Cabernet Sauvignon,Mendoza Province
2084,85-89,225,20-29,Malbec,Mendoza Province
2085,85-89,250,10-19,Cabernet Sauvignon,Mendoza Province
2086,85-89,221,10-19,Syrah,Mendoza Province
2087,85-89,166,10-19,Malbec,Mendoza Province
2088,85-89,243,10-19,White Blend,Mendoza Province
2089,80-84,219,10-19,Cabernet Sauvignon,Mendoza Province
2090,80-84,190,10-19,Pinot Grigio,Mendoza Province
2091,80-84,195,10-19,Viognier,Mendoza Province
2092,80-84,222,10-19,Chardonnay,Mendoza Province
2093,80-84,166,10-19,Cabernet Sauvignon,Mendoza Province
2094,80-84,200,10-19,Rosé,Mendoza Province
2095,85-89,265,10-19,Cabernet Franc,Mendoza Province
2096,85-89,215,10-19,Red Blend,Mendoza Province
2097,85-89,224,10-19,Malbec,Mendoza Province
2098,85-89,185,10-19,Cabernet Sauvignon,Mendoza Province
2099,85-89,283,10-19,Bonarda,Mendoza Province
2100,85-89,224,10-19,Malbec,Mendoza Province
2101,85-89,259,10-19,Malbec,Mendoza Province
2102,85-89,306,10-19,Syrah,Mendoza Province
2103,85-89,348,40-49,Malbec,Mendoza Province
2104,80-84,155,10-19,Cabernet Sauvignon,Mendoza Province
2105,80-84,262,10-19,Cabernet Sauvignon,Mendoza Province
2106,80-84,278,10-19,Merlot,Mendoza Province
2107,80-84,274,10-19,Chardonnay,Mendoza Province
2108,80-84,313,20-29,Malbec,Mendoza Province
2109,90-94,306,100+,Malbec-Cabernet Sauvignon,Mendoza Province
2110,85-89,317,<10,Cabernet Sauvignon-Shiraz,Mendoza Province
2111,90-94,333,60-79,Malbec,Mendoza Province
2112,90-94,335,20-29,Malbec,Mendoza Province
2113,85-89,291,20-29,Cabernet Sauvignon,Mendoza Province
2114,85-89,258,10-19,Malbec,Mendoza Province
2115,85-89,255,20-29,Torrontés,Other
2116,85-89,270,10-19,Malbec,Other
2117,85-89,242,10-19,Cabernet Sauvignon,Mendoza Province
2118,85-89,199,10-19,Malbec,Mendoza Province
2119,85-89,210,10-19,Malbec,Mendoza Province
2120,85-89,263,10-19,Malbec,Mendoza Province
2121,80-84,247,10-19,Cabernet Sauvignon,Mendoza Province
2122,80-84,203,10-19,Merlot,Mendoza Province
2123,80-84,219,20-29,Malbec,Mendoza Province
2124,80-84,202,10-19,Malbec,Mendoza Province
2125,85-89,292,30-39,Chardonnay,Mendoza Province
2126,85-89,255,10-19,Chardonnay-Sauvignon,Mendoza Province
2127,85-89,264,10-19,Chardonnay-Viognier,Mendoza Province
2128,85-89,215,20-29,Chardonnay,Mendoza Province
2129,85-89,279,20-29,Bordeaux-style Red Blend,Mendoza Province
2130,85-89,287,30-39,Pinot Noir,Mendoza Province
2131,85-89,329,40-49,Malbec,Mendoza Province
2132,85-89,226,10-19,Cabernet Sauvignon,Mendoza Province
2133,90-94,309,100+,Bordeaux-style Red Blend,Mendoza Province
2134,90-94,364,40-49,Malbec-Cabernet Sauvignon,Mendoza Province
2135,90-94,341,40-49,Malbec,Mendoza Province
2136,90-94,384,50-59,Malbec,Mendoza Province
2137,85-89,195,10-19,Chardonnay,Mendoza Province
2138,85-89,214,10-19,Malbec,Mendoza Province
2139,85-89,293,20-29,Red Blend,Mendoza Province
2140,85-89,277,<10,Red Blend,Mendoza Province
2141,85-89,270,10-19,Cabernet Sauvignon,Mendoza Province
2142,85-89,221,10-19,Sauvignon Blanc,Mendoza Province
2143,85-89,198,10-19,Chardonnay,Mendoza Province
2144,85-89,276,20-29,Malbec-Cabernet Franc,Mendoza Province
2145,85-89,238,10-19,Torrontés,Other
2146,85-89,294,20-29,Syrah,Mendoza Province
2147,85-89,310,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
2148,90-94,306,20-29,Pinot Noir,Mendoza Province
2149,80-84,249,30-39,Malbec,Mendoza Province
2150,80-84,269,10-19,Rosé,Mendoza Province
2151,85-89,279,10-19,Pinot Noir,Mendoza Province
2152,85-89,245,10-19,Red Blend,Other
2153,85-89,304,10-19,Viognier,Mendoza Province
2154,85-89,239,10-19,Malbec,Mendoza Province
2155,85-89,312,10-19,Malbec,Mendoza Province
2156,85-89,264,10-19,Chardonnay,Mendoza Province
2157,85-89,277,20-29,Torrontés,Other
2158,85-89,174,10-19,Malbec,Mendoza Province
2159,90-94,310,40-49,Malbec,Mendoza Province
2160,85-89,219,10-19,Chardonnay,Mendoza Province
2161,85-89,243,20-29,Cabernet Sauvignon,Mendoza Province
2162,85-89,222,20-29,Malbec,Mendoza Province
2163,85-89,350,100+,Malbec,Mendoza Province
2164,85-89,276,20-29,Malbec,Mendoza Province
2165,85-89,288,30-39,Petit Verdot,Mendoza Province
2166,85-89,339,20-29,Malbec,Mendoza Province
2167,80-84,287,10-19,Chardonnay,Mendoza Province
2168,85-89,253,10-19,Syrah,Mendoza Province
2169,90-94,277,100+,Cabernet Franc,Mendoza Province
2170,80-84,341,10-19,Malbec,Other
2171,80-84,270,10-19,Malbec,Mendoza Province
2172,80-84,291,10-19,Malbec,Mendoza Province
2173,80-84,197,<10,Shiraz,Mendoza Province
2174,80-84,207,<10,Malbec,Mendoza Province
2175,80-84,197,<10,Chardonnay,Mendoza Province
2176,85-89,263,50-59,Red Blend,Mendoza Province
2177,85-89,227,10-19,Malbec,Mendoza Province
2178,90-94,332,60-79,Bordeaux-style Red Blend,Mendoza Province
2179,90-94,321,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
2180,85-89,258,20-29,Bonarda,Mendoza Province
2181,85-89,290,20-29,Sauvignon Blanc,Mendoza Province
2182,90-94,366,20-29,Red Blend,Mendoza Province
2183,90-94,362,20-29,Malbec,Mendoza Province
2184,85-89,244,10-19,Malbec,Mendoza Province
2185,85-89,221,20-29,Cabernet Sauvignon,Mendoza Province
2186,85-89,231,10-19,Torrontés,Mendoza Province
2187,80-84,117,10-19,Malbec,Mendoza Province
2188,80-84,205,10-19,Malbec,Other
2189,85-89,308,20-29,Syrah,Mendoza Province
2190,85-89,304,20-29,Syrah,Mendoza Province
2191,85-89,346,10-19,Torrontés,Other
2192,80-84,182,20-29,Malbec,Mendoza Province
2193,80-84,172,10-19,Malbec,Mendoza Province
2194,80-84,128,10-19,Chardonnay,Mendoza Province
2195,80-84,224,20-29,Malbec,Mendoza Province
2196,90-94,205,20-29,Cabernet Sauvignon,Mendoza Province
2197,85-89,164,10-19,Torrontés,Other
2198,85-89,322,10-19,Malbec,Mendoza Province
2199,85-89,226,10-19,Cabernet Sauvignon,Mendoza Province
2200,85-89,255,10-19,Malbec,Mendoza Province
2201,85-89,305,10-19,Chardonnay-Viognier,Mendoza Province
2202,80-84,245,10-19,Chardonnay,Mendoza Province
2203,80-84,205,10-19,Chardonnay,Mendoza Province
2204,85-89,171,10-19,Rosé,Mendoza Province
2205,85-89,240,20-29,Malbec,Other
2206,85-89,213,10-19,Cabernet Sauvignon,Mendoza Province
2207,85-89,240,10-19,Malbec,Mendoza Province
2208,85-89,209,10-19,Cabernet Sauvignon,Mendoza Province
2209,85-89,158,10-19,Pinot Noir,Mendoza Province
2210,85-89,246,30-39,Malbec,Mendoza Province
2211,85-89,289,10-19,Malbec,Mendoza Province
2212,85-89,257,10-19,Malbec,Mendoza Province
2213,85-89,346,10-19,Malbec,Mendoza Province
2214,80-84,140,10-19,Sparkling Blend,Mendoza Province
2215,80-84,237,10-19,Sparkling Blend,Mendoza Province
2216,80-84,210,10-19,Chardonnay,Mendoza Province
2217,80-84,202,10-19,Malbec,Mendoza Province
2218,90-94,296,30-39,Cabernet Sauvignon,Mendoza Province
2219,85-89,287,10-19,Torrontés,Other
2220,85-89,249,10-19,Sauvignon Blanc,Mendoza Province
2221,85-89,267,10-19,Pinot Noir,Mendoza Province
2222,80-84,167,10-19,Chardonnay,Mendoza Province
2223,80-84,240,10-19,Bonarda,Mendoza Province
2224,80-84,172,10-19,Cabernet Sauvignon,Mendoza Province
2225,80-84,237,10-19,Cabernet Sauvignon,Other
2226,85-89,284,30-39,Malbec,Other
2227,85-89,245,10-19,Malbec,Mendoza Province
2228,85-89,209,10-19,Chardonnay,Mendoza Province
2229,85-89,238,10-19,Malbec,Mendoza Province
2230,85-89,238,30-39,Cabernet Franc,Mendoza Province
2231,85-89,259,10-19,Bordeaux-style Red Blend,Mendoza Province
2232,85-89,195,10-19,Malbec,Mendoza Province
2233,85-89,283,20-29,Red Blend,Other
2234,85-89,234,10-19,Malbec,Mendoza Province
2235,85-89,275,20-29,Malbec,Mendoza Province
2236,90-94,370,100+,Cabernet Franc-Malbec,Mendoza Province
2237,85-89,290,10-19,Malbec,Mendoza Province
2238,85-89,230,10-19,Chardonnay,Mendoza Province
2239,85-89,270,10-19,Malbec,Mendoza Province
2240,80-84,205,10-19,Sauvignon Blanc,Mendoza Province
2241,80-84,297,30-39,White Blend,Mendoza Province
2242,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
2243,90-94,322,50-59,Malbec,Mendoza Province
2244,90-94,252,10-19,Malbec,Mendoza Province
2245,90-94,252,20-29,Red Blend,Mendoza Province
2246,85-89,241,20-29,Torrontés,Other
2247,85-89,236,10-19,Malbec,Mendoza Province
2248,85-89,233,30-39,Malbec,Mendoza Province
2249,80-84,218,20-29,Red Blend,Mendoza Province
2250,90-94,358,40-49,Malbec,Mendoza Province
2251,90-94,304,40-49,Cabernet Franc,Mendoza Province
2252,90-94,319,100+,Malbec,Mendoza Province
2253,90-94,233,40-49,Cabernet Sauvignon,Mendoza Province
2254,90-94,265,30-39,Petit Verdot,Mendoza Province
2255,90-94,282,30-39,Malbec,Mendoza Province
2256,90-94,252,30-39,Malbec,Mendoza Province
2257,85-89,187,10-19,Torrontés,Mendoza Province
2258,80-84,221,10-19,Rosé,Mendoza Province
2259,80-84,249,30-39,Malbec,Mendoza Province
2260,85-89,262,30-39,Sauvignon Blanc,Mendoza Province
2261,85-89,258,30-39,White Blend,Mendoza Province
2262,85-89,238,10-19,Torrontés,Mendoza Province
2263,90-94,243,40-49,Malbec,Mendoza Province
2264,90-94,384,60-79,Malbec,Mendoza Province
2265,85-89,278,10-19,White Blend,Other
2266,90-94,310,10-19,Malbec,Mendoza Province
2267,90-94,268,20-29,Red Blend,Mendoza Province
2268,90-94,299,60-79,Malbec,Mendoza Province
2269,90-94,267,60-79,Red Blend,Other
2270,85-89,270,10-19,White Blend,Mendoza Province
2271,85-89,226,10-19,Cabernet Sauvignon,Mendoza Province
2272,85-89,207,10-19,Chardonnay,Mendoza Province
2273,85-89,244,10-19,Cabernet Sauvignon,Other
2274,85-89,224,20-29,Red Blend,Mendoza Province
2275,85-89,244,10-19,Pinot Noir,Mendoza Province
2276,85-89,207,10-19,Cabernet Sauvignon,Mendoza Province
2277,85-89,215,10-19,Torrontés,Other
2278,85-89,208,10-19,Cabernet Sauvignon,Mendoza Province
2279,85-89,212,10-19,Malbec,Mendoza Province
2280,85-89,270,20-29,Red Blend,Mendoza Province
2281,85-89,236,10-19,Bonarda,Mendoza Province
2282,85-89,207,10-19,Torrontés,Other
2283,85-89,233,10-19,Cabernet Sauvignon,Mendoza Province
2284,85-89,276,20-29,Malbec,Mendoza Province
2285,85-89,244,10-19,Torrontés,Other
2286,90-94,358,40-49,Malbec-Cabernet Sauvignon,Mendoza Province
2287,90-94,354,100+,Chardonnay,Mendoza Province
2288,85-89,294,40-49,Bonarda,Mendoza Province
2289,85-89,345,20-29,Malbec,Mendoza Province
2290,85-89,260,10-19,Malbec,Mendoza Province
2291,85-89,283,10-19,Cabernet Sauvignon,Mendoza Province
2292,85-89,264,10-19,Torrontés,Other
2293,90-94,299,40-49,Syrah,Mendoza Province
2294,85-89,199,50-59,Malbec,Other
2295,85-89,322,10-19,Cabernet Sauvignon-Merlot,Other
2296,85-89,326,10-19,Syrah,Mendoza Province
2297,85-89,284,10-19,Cabernet Sauvignon,Mendoza Province
2298,85-89,316,10-19,Malbec,Mendoza Province
2299,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
2300,90-94,248,10-19,Cabernet Franc,Mendoza Province
2301,90-94,250,10-19,Bonarda,Mendoza Province
2302,90-94,378,100+,Malbec,Mendoza Province
2303,90-94,389,100+,Malbec,Mendoza Province
2304,90-94,273,20-29,Malbec,Mendoza Province
2305,90-94,306,60-79,Malbec,Mendoza Province
2306,90-94,275,20-29,Malbec,Mendoza Province
2307,85-89,207,10-19,Torrontés,Other
2308,85-89,265,10-19,Bonarda,Mendoza Province
2309,80-84,199,10-19,Sauvignon Blanc,Mendoza Province
2310,80-84,206,20-29,Red Blend,Mendoza Province
2311,80-84,222,10-19,Tempranillo,Mendoza Province
2312,80-84,152,10-19,Malbec,Mendoza Province
2313,80-84,194,10-19,Malbec,Other
2314,85-89,258,10-19,Cabernet Sauvignon,Mendoza Province
2315,85-89,279,10-19,Syrah,Other
2316,85-89,250,20-29,Malbec,Mendoza Province
2317,85-89,232,10-19,Torrontés,Mendoza Province
2318,85-89,256,10-19,Malbec,Mendoza Province
2319,90-94,338,100+,Malbec,Mendoza Province
2320,90-94,301,60-79,Malbec,Mendoza Province
2321,85-89,353,100+,Malbec-Cabernet Sauvignon,Mendoza Province
2322,85-89,262,10-19,Malbec,Mendoza Province
2323,85-89,255,30-39,Cabernet Sauvignon,Mendoza Province
2324,85-89,226,10-19,Cabernet Sauvignon,Mendoza Province
2325,85-89,281,10-19,Cabernet Sauvignon-Merlot,Mendoza Province
2326,90-94,276,40-49,Malbec,Mendoza Province
2327,85-89,291,80-99,Malbec,Mendoza Province
2328,85-89,360,30-39,Malbec,Mendoza Province
2329,85-89,250,10-19,Cabernet Blend,Mendoza Province
2330,80-84,216,10-19,Malbec,Mendoza Province
2331,80-84,193,20-29,Cabernet Sauvignon,Mendoza Province
2332,80-84,203,10-19,Cabernet Sauvignon,Mendoza Province
2333,80-84,232,10-19,Malbec,Mendoza Province
2334,80-84,185,10-19,Chardonnay,Mendoza Province
2335,80-84,256,10-19,Malbec,Mendoza Province
2336,80-84,216,10-19,Cabernet Sauvignon,Other
2337,85-89,228,20-29,Pinot Noir,Other
2338,90-94,270,40-49,Malbec,Mendoza Province
2339,90-94,361,100+,Merlot,Mendoza Province
2340,85-89,221,10-19,Bonarda,Mendoza Province
2341,85-89,221,10-19,Malbec,Mendoza Province
2342,85-89,215,10-19,Cabernet Sauvignon,Mendoza Province
2343,80-84,171,10-19,Malbec,Other
2344,85-89,206,20-29,Malbec,Mendoza Province
2345,85-89,203,10-19,Cabernet Sauvignon,Mendoza Province
2346,85-89,239,10-19,Malbec,Mendoza Province
2347,85-89,242,10-19,Chardonnay,Mendoza Province
2348,85-89,283,10-19,Syrah,Mendoza Province
2349,90-94,286,100+,Malbec,Mendoza Province
2350,80-84,244,10-19,Tempranillo,Mendoza Province
2351,80-84,111,10-19,Cabernet Sauvignon,Other
2352,90-94,265,30-39,Malbec,Mendoza Province
2353,90-94,258,20-29,Malbec-Cabernet Sauvignon,Mendoza Province
2354,85-89,209,10-19,Torrontés,Mendoza Province
2355,90-94,309,50-59,Malbec,Mendoza Province
2356,90-94,397,100+,Pinot Noir,Other
2357,85-89,249,10-19,Malbec,Mendoza Province
2358,85-89,198,10-19,Chardonnay,Mendoza Province
2359,85-89,326,10-19,Syrah,Mendoza Province
2360,85-89,284,10-19,Cabernet Sauvignon,Mendoza Province
2361,85-89,316,10-19,Malbec,Mendoza Province
2362,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
2363,85-89,208,20-29,Chardonnay,Mendoza Province
2364,90-94,387,40-49,Bordeaux-style Red Blend,Mendoza Province
2365,90-94,314,20-29,Cabernet Sauvignon,Mendoza Province
2366,80-84,266,10-19,Pinot Noir,Other
2367,80-84,195,10-19,Chardonnay,Mendoza Province
2368,80-84,220,20-29,Chardonnay,Mendoza Province
2369,80-84,191,10-19,Malbec,Mendoza Province
2370,85-89,313,10-19,Bordeaux-style Red Blend,Mendoza Province
2371,85-89,310,100+,Red Blend,Mendoza Province
2372,85-89,277,30-39,Bonarda,Mendoza Province
2373,90-94,394,80-99,Malbec,Mendoza Province
2374,85-89,240,10-19,Cabernet Blend,Mendoza Province
2375,85-89,203,10-19,Chardonnay,Mendoza Province
2376,85-89,201,10-19,Cabernet Franc,Mendoza Province
2377,85-89,375,40-49,Chardonnay,Mendoza Province
2378,85-89,253,10-19,Malbec,Other
2379,85-89,240,10-19,Malbec,Other
2380,90-94,262,50-59,Malbec,Mendoza Province
2381,90-94,216,20-29,Petit Verdot,Mendoza Province
2382,90-94,264,50-59,Malbec,Mendoza Province
2383,95-99,407,50-59,Bordeaux-style Red Blend,Mendoza Province
2384,90-94,388,30-39,Malbec,Mendoza Province
2385,80-84,204,10-19,Red Blend,Mendoza Province
2386,80-84,161,10-19,Rosé,Mendoza Province
2387,85-89,226,20-29,Malbec-Merlot,Other
2388,85-89,269,10-19,Chardonnay,Mendoza Province
2389,90-94,434,100+,Malbec,Mendoza Province
2390,90-94,426,50-59,Malbec,Mendoza Province
2391,90-94,365,60-79,Cabernet Franc,Mendoza Province
2392,90-94,294,50-59,Red Blend,Mendoza Province
2393,90-94,268,100+,Malbec,Mendoza Province
2394,90-94,285,100+,Malbec,Mendoza Province
2395,85-89,248,10-19,Malbec,Mendoza Province
2396,95-99,386,40-49,Malbec,Mendoza Province
2397,90-94,403,40-49,Red Blend,Mendoza Province
2398,90-94,268,30-39,Red Blend,Mendoza Province
2399,90-94,320,40-49,Malbec,Mendoza Province
2400,85-89,275,40-49,Cabernet Franc,Mendoza Province
2401,90-94,307,20-29,Malbec,Mendoza Province
2402,85-89,255,30-39,Malbec,Mendoza Province
2403,85-89,226,10-19,Malbec,Mendoza Province
2404,85-89,275,20-29,Malbec,Mendoza Province
2405,90-94,299,30-39,Bordeaux-style Red Blend,Mendoza Province
2406,85-89,222,10-19,Malbec,Mendoza Province
2407,80-84,211,10-19,Pinot Noir,Mendoza Province
2408,80-84,297,30-39,Malbec,Mendoza Province
2409,80-84,237,30-39,Bonarda,Mendoza Province
2410,80-84,203,10-19,Cabernet Sauvignon,Other
2411,90-94,348,50-59,Malbec,Mendoza Province
2412,85-89,222,10-19,Malbec,Mendoza Province
2413,85-89,315,10-19,Malbec,Mendoza Province
2414,85-89,273,10-19,Malbec,Mendoza Province
2415,85-89,254,20-29,Malbec,Other
2416,85-89,296,50-59,Malbec,Other
2417,85-89,231,10-19,Rosado,Mendoza Province
2418,85-89,259,10-19,Malbec,Mendoza Province
2419,80-84,210,10-19,Cabernet Sauvignon,Mendoza Province
2420,80-84,210,20-29,Malbec,Mendoza Province
2421,80-84,180,10-19,Bonarda,Mendoza Province
2422,85-89,206,10-19,Bonarda,Mendoza Province
2423,90-94,323,30-39,Red Blend,Mendoza Province
2424,90-94,377,60-79,Bordeaux-style Red Blend,Mendoza Province
2425,90-94,325,100+,Malbec,Mendoza Province
2426,85-89,254,20-29,Cabernet Sauvignon,Mendoza Province
2427,80-84,115,30-39,Petit Verdot,Mendoza Province
2428,85-89,268,10-19,Malbec,Other
2429,85-89,272,10-19,Cabernet Sauvignon,Other
2430,85-89,274,20-29,Bordeaux-style Red Blend,Mendoza Province
2431,85-89,321,20-29,Torrontés,Mendoza Province
2432,85-89,238,20-29,Malbec,Mendoza Province
2433,85-89,275,10-19,Cabernet Sauvignon,Mendoza Province
2434,85-89,223,20-29,Malbec,Mendoza Province
2435,85-89,203,10-19,Red Blend,Mendoza Province
2436,85-89,200,<10,Malbec,Mendoza Province
2437,85-89,204,10-19,Malbec,Mendoza Province
2438,85-89,272,10-19,Rosé,Mendoza Province
2439,85-89,395,60-79,Red Blend,Other
2440,85-89,237,10-19,Malbec,Mendoza Province
2441,80-84,164,10-19,Cabernet Sauvignon,Other
2442,80-84,159,10-19,Torrontés,Mendoza Province
2443,80-84,131,10-19,Chardonnay,Mendoza Province
2444,80-84,142,10-19,Chardonnay,Mendoza Province
2445,80-84,149,10-19,Cabernet Sauvignon,Mendoza Province
2446,85-89,203,10-19,Bonarda,Mendoza Province
2447,85-89,235,10-19,Bonarda,Mendoza Province
2448,85-89,218,10-19,Torrontés,Other
2449,85-89,241,10-19,Chardonnay,Mendoza Province
2450,85-89,234,<10,Chardonnay,Mendoza Province
2451,85-89,214,10-19,Bonarda,Other
2452,85-89,303,10-19,Malbec,Mendoza Province
2453,80-84,200,10-19,Malbec,Mendoza Province
2454,85-89,226,10-19,Bonarda,Mendoza Province
2455,85-89,233,10-19,Malbec,Mendoza Province
2456,85-89,249,10-19,Chardonnay,Mendoza Province
2457,80-84,227,20-29,Chardonnay,Mendoza Province
2458,80-84,220,10-19,Cabernet Sauvignon,Mendoza Province
2459,85-89,262,10-19,Torrontés,Other
2460,85-89,329,10-19,Bonarda,Mendoza Province
2461,80-84,191,30-39,Pinot Noir,Other
2462,80-84,166,10-19,Pinot Gris,Mendoza Province
2463,80-84,164,20-29,Chardonnay,Mendoza Province
2464,80-84,184,20-29,Malbec,Mendoza Province
2465,80-84,168,10-19,Chardonnay,Mendoza Province
2466,80-84,165,10-19,Red Blend,Mendoza Province
2467,80-84,211,20-29,Cabernet Sauvignon,Other
2468,80-84,190,10-19,Chardonnay,Mendoza Province
2469,85-89,285,20-29,Syrah,Mendoza Province
2470,85-89,177,<10,Malbec,Other
2471,85-89,254,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
2472,85-89,234,10-19,Torrontés,Other
2473,85-89,202,10-19,Malbec,Other
2474,85-89,203,20-29,Bonarda,Mendoza Province
2475,85-89,258,20-29,Malbec,Mendoza Province
2476,85-89,191,10-19,Malbec,Mendoza Province
2477,85-89,189,10-19,Malbec,Mendoza Province
2478,90-94,309,80-99,Malbec,Mendoza Province
2479,85-89,312,10-19,Malbec,Mendoza Province
2480,90-94,299,60-79,Red Blend,Mendoza Province
2481,85-89,221,10-19,Malbec,Mendoza Province
2482,85-89,190,10-19,Malbec,Other
2483,85-89,231,10-19,Cabernet Sauvignon,Mendoza Province
2484,90-94,311,30-39,Malbec,Mendoza Province
2485,90-94,291,30-39,Malbec,Mendoza Province
2486,90-94,318,80-99,Malbec,Mendoza Province
2487,90-94,339,10-19,Cabernet Franc,Mendoza Province
2488,90-94,291,60-79,Malbec,Mendoza Province
2489,85-89,159,20-29,Cabernet Franc,Mendoza Province
2490,85-89,211,10-19,Malbec,Mendoza Province
2491,85-89,322,40-49,Red Blend,Other
2492,90-94,280,100+,Cabernet Franc,Mendoza Province
2493,90-94,306,50-59,Red Blend,Mendoza Province
2494,90-94,377,100+,Malbec,Mendoza Province
2495,85-89,242,20-29,Malbec,Mendoza Province
2496,85-89,235,10-19,Torrontés,Other
2497,85-89,237,40-49,Cabernet Sauvignon,Mendoza Province
2498,90-94,262,60-79,Bordeaux-style Red Blend,Mendoza Province
2499,90-94,335,20-29,Bordeaux-style Red Blend,Mendoza Province
2500,90-94,320,60-79,Malbec-Cabernet Sauvignon,Mendoza Province
2501,90-94,254,30-39,Malbec,Mendoza Province
2502,90-94,304,100+,Cabernet Sauvignon,Mendoza Province
2503,85-89,284,10-19,Cabernet Sauvignon,Mendoza Province
2504,90-94,479,100+,Pinot Noir,Other
2505,90-94,297,60-79,Malbec,Mendoza Province
2506,90-94,293,20-29,Malbec,Mendoza Province
2507,80-84,148,10-19,Torrontés,Mendoza Province
2508,85-89,302,10-19,Cabernet Sauvignon,Mendoza Province
2509,85-89,258,10-19,Malbec,Mendoza Province
2510,85-89,269,60-79,Malbec,Mendoza Province
2511,85-89,254,30-39,Cabernet Sauvignon,Mendoza Province
2512,85-89,305,10-19,Tannat,Other
2513,90-94,235,20-29,Syrah,Mendoza Province
2514,85-89,246,20-29,Malbec,Mendoza Province
2515,85-89,239,20-29,Malbec,Mendoza Province
2516,85-89,244,10-19,Chardonnay,Other
2517,85-89,238,10-19,Syrah,Mendoza Province
2518,85-89,181,10-19,Chardonnay,Mendoza Province
2519,85-89,293,10-19,Torrontés,Other
2520,80-84,202,10-19,Chardonnay,Mendoza Province
2521,80-84,169,10-19,Bonarda,Mendoza Province
2522,80-84,226,10-19,Red Blend,Mendoza Province
2523,85-89,218,10-19,Malbec,Mendoza Province
2524,85-89,308,10-19,Cabernet Sauvignon,Mendoza Province
2525,80-84,78,30-39,Pinot Noir,Other
2526,80-84,151,10-19,Malbec,Mendoza Province
2527,80-84,117,10-19,Cabernet Sauvignon,Mendoza Province
2528,85-89,251,10-19,Malbec,Mendoza Province
2529,90-94,338,100+,Red Blend,Mendoza Province
2530,80-84,142,10-19,Cabernet Sauvignon,Mendoza Province
2531,80-84,192,10-19,Malbec,Other
2532,80-84,158,10-19,Cabernet Sauvignon,Mendoza Province
2533,80-84,196,20-29,Cabernet Sauvignon,Mendoza Province
2534,80-84,207,20-29,Malbec,Mendoza Province
2535,80-84,168,10-19,Chardonnay,Mendoza Province
2536,80-84,169,10-19,Tempranillo,Mendoza Province
2537,80-84,192,10-19,Chardonnay,Mendoza Province
2538,80-84,190,10-19,Tempranillo,Mendoza Province
2539,80-84,200,10-19,Chardonnay,Mendoza Province
2540,80-84,150,10-19,Champagne Blend,Mendoza Province
2541,85-89,292,10-19,Torrontés,Other
2542,85-89,233,10-19,Malbec,Mendoza Province
2543,85-89,217,10-19,Malbec,Mendoza Province
2544,85-89,289,20-29,Malbec,Other
2545,90-94,314,20-29,Bordeaux-style Red Blend,Mendoza Province
2546,80-84,113,10-19,Syrah,Mendoza Province
2547,85-89,212,10-19,Chenin Blanc-Chardonnay,Mendoza Province
2548,85-89,251,20-29,Malbec-Cabernet Sauvignon,Mendoza Province
2549,85-89,255,20-29,Cabernet Sauvignon,Mendoza Province
2550,90-94,282,40-49,Malbec,Mendoza Province
2551,90-94,338,40-49,Red Blend,Other
2552,85-89,238,10-19,Chardonnay,Mendoza Province
2553,85-89,261,10-19,Cabernet Sauvignon-Merlot,Mendoza Province
2554,80-84,163,10-19,Malbec,Mendoza Province
2555,80-84,204,<10,Chardonnay,Mendoza Province
2556,80-84,123,10-19,Malbec,Mendoza Province
2557,85-89,232,30-39,Bonarda,Mendoza Province
2558,85-89,290,20-29,Malbec,Mendoza Province
2559,85-89,222,10-19,Malbec,Mendoza Province
2560,90-94,242,30-39,Malbec,Mendoza Province
2561,90-94,229,20-29,Malbec,Mendoza Province
2562,85-89,222,10-19,Bonarda,Mendoza Province
